source_file,area_city,area_subdistrict,available_room,booking_type_bulanan,building_year,dist_to_nearest_clinic_km,dist_to_nearest_hospital_km,dist_to_nearest_mall_km,dist_to_nearest_supermarket_km,dist_to_nearest_terminal_km,dist_to_nearest_university_km,dp_percentage,fac_bath_Air panas,fac_bath_Bak mandi,fac_bath_Bathtub,fac_bath_Ember mandi,fac_bath_K. Mandi Dalam,fac_bath_K. Mandi Luar,fac_bath_Kloset Duduk,fac_bath_Kloset Jongkok,fac_bath_Shower,fac_bath_Wastafel,fac_room_AC,fac_room_Bantal,fac_room_Cermin,fac_room_Cleaning service,fac_room_Dapur Pribadi,fac_room_Dispenser,fac_room_Guling,fac_room_Jendela,fac_room_Kamar kosongan,fac_room_Kasur,fac_room_Keset Toilet (untuk sewa harian),fac_room_Kipas Angin,fac_room_Kos Higienis Mingguan,fac_room_Kulkas,fac_room_Kursi,fac_room_Lemari / Storage,fac_room_Lemari Pakaian,fac_room_Meja,fac_room_Meja Rias,fac_room_Meja makan,fac_room_Sofa,fac_room_TV,fac_room_TV Kabel,fac_room_Tidak ada Kasur,fac_room_Ventilasi,fac_room_Wastafel,fac_room_Water Heater,fac_room_microwave,fac_share_0,fac_share_1,fac_share_15,fac_share_2,fac_share_3,fac_share_4,fac_share_5,fac_share_6,fac_share_Air Jernih,fac_share_Balcon,fac_share_Bebas Banjir,fac_share_CCTV,fac_share_Dapur,fac_share_Dapur Bersama,fac_share_Dispenser,fac_share_Dispenser Bersama,fac_share_Duplikat Gerbang Kos,fac_share_Gazebo,fac_share_Jemuran,fac_share_Joglo,fac_share_Jual Makanan,fac_share_K. Mandi Luar,fac_share_Kamar Mandi Luar - WC Duduk,fac_share_Kamar Mandi Luar - WC Jongkok,fac_share_Kartu Akses Masuk,fac_share_Kompor,fac_share_Kulkas,fac_share_Kulkas Bersama,fac_share_Kunci Gerbang,fac_share_Laundry,fac_share_Locker,fac_share_Meja Umum,fac_share_Mesin Cuci,fac_share_Mushola,fac_share_Pengurus Kos,fac_share_Penjaga Kos,fac_share_R. Cuci,fac_share_R. Jemur,fac_share_R. Keluarga,fac_share_R. Makan,fac_share_R. Santai,fac_share_R. Tamu,fac_share_R.Jemur,fac_share_R.Keluarga,fac_share_R.Santai,fac_share_R.Tamu,fac_share_Rice Cooker,fac_share_Rooftop,fac_share_TV,fac_share_TV Bersama,fac_share_Taman,fac_share_WiFi,fac_share_air jernih,gender,harga_card,harga_real_detail,jarak_bandara_ngurah_rai_km,jarak_unud_jimbaran_km,jarak_unud_sudirman_km,latitude,longitude,love_count,nama_kost,nearest_clinic_name,nearest_hospital_name,nearest_mall_name,nearest_supermarket_name,nearest_terminal_name,nearest_university_name,price_daily,price_monthly,price_tag,price_weekly,price_yearly,rating,review_count,size,top_facilities_AC,top_facilities_K. Mandi Dalam,top_facilities_K. Mandi Luar,top_facilities_Kasur,top_facilities_Kloset Duduk,top_facilities_Kloset Jongkok,top_facilities_WiFi,url_detail,view_count
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,1,1,2024,0.969,3.803,1.687,1.341,6.406,0.159,30,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.100.000/bulan,5.5,0.65,14.26,-8.7944063,115.1769263,98,Kost Peony Stay Tipe 3,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,Lobby C,FACULTY OF ENGINEERING,0.0,,eksklusif,,,0,0,3x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-peony-stay-tipe-3-kuta-selatan-badung?redirection_source=list%20kos%20result,5162
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,1,1,2025,2.28,5.116,2.37,3.007,7.628,0.903,50,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp3.500.000/bulan,6.54,1.26,15.85,-8.8043898204248,115.16287263483,22,Kost Jt Tipe Prime,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,250.0,,eksklusif,,0.0,0,0,3.5x7.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-jt-tipe-prime-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1273
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,2,1,2024,0.523,4.364,2.724,2.015,4.929,1.386,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp1.890.000/bulan,6.18,1.95,14.12,-8.7968199503623,115.1901761815,201,Kost Green Permata Deluxe 1C,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,190.0,,eksklusif,950.0,0.0,4,1,5x4,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-deluxe-1c-kuta-selatan-badung-2?redirection_source=list%20kos%20result,8785
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,1,1,2015,3.193,4.689,1.933,2.978,6.944,1.363,,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Campur,Rp2.500.000/bulan,5.93,1.73,15.48,-8.797946,115.156782,314,Kost Jimbaran Garden,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,200.0,,eksklusif,,0.0,0,0,3x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-jimbaran-garden-kuta-selatan-badung-2?redirection_source=list%20kos%20result,16945
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2025,0.55,3.611,2.455,1.301,5.333,1.027,20,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Putri,Rp2.500.000/bulan,5.43,1.86,13.52,-8.7905732911372,115.18750838935,25,Kost Larissa Taman Griya 01,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0,0,3x3,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-putri-eksklusif-kost-larissa-taman-griya-01-kuta-selatan-badung?redirection_source=list%20kos%20result,2216
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2025,2.28,5.116,2.37,3.007,7.628,0.903,50,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp3.450.000/bulan,6.54,1.26,15.86,-8.8044130132059,115.16287732869,14,Kost Jt Tipe Premium Plus,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,240.0,,eksklusif,,0.0,0,0,3.5x7.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-jt-tipe-premium-plus-kuta-selatan-badung?redirection_source=list%20kos%20result,812
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2022,2.191,4.997,2.279,2.833,7.565,0.704,50,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,Campur,Rp3.500.000/bulan,6.46,1.05,15.71,-8.803821596835952,115.16480717808008,136,Kost Md Living Jimbaran Tipe VIP Room,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,0.0,5,1,6.5x7.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-md-living-jimbaran-tipe-vip-room-kuta-selatan-badung-2?redirection_source=list%20kos%20result,7320
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2019,2.07,2.203,1.001,0.53,5.08,1.439,,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,Putri,Rp2.000.000/bulan,3.88,2.05,12.85,-8.780004,115.174822,198,Kost Pondok Haura Tipe C,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,,0,0,5x6,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-putri-eksklusif-kost-pondok-haura-tipe-c-kuta-selatan-badung-1?redirection_source=list%20kos%20result,4547
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2019,2.064,2.213,0.993,0.529,5.088,1.431,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,2,Putri,Rp2.500.000/bulan,3.89,2.04,12.86,-8.7800914035384,115.17478466034,65,Kost Pondok Haura Tipe A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0,0,4x10,1,1,1,1,1,1,1,https://mamikos.com/room/kost-kabupaten-badung-kost-putri-eksklusif-kost-pondok-haura-tipe-a-kuta-selatan-badung?redirection_source=list%20kos%20result,3453
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2025,2.28,5.116,2.37,3.007,7.628,0.903,50,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp3.350.000/bulan,6.54,1.26,15.86,-8.8044130132059,115.16287732869,31,Kost Jt Tipe Private Plus,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,225.0,,eksklusif,,0.0,0,0,4.5x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-jt-tipe-private-plus-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1472
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,0,1,2024,2.281,5.389,2.796,3.041,7.191,1.008,50,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp2.000.000/bulan,6.96,1.16,15.98,-8.8083097,115.1697455,753,Kost Gwk Stay Uluwatu,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathematics and Natural Sciences,0.0,,eksklusif,0.0,0.0,3.3,4,4x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-gwk-stay-uluwatu-kuta-selatan-badung?redirection_source=list%20kos%20result,18272
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,0,1,2024,0.523,4.364,2.724,2.015,4.929,1.386,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.500.000/bulan,6.18,1.95,14.12,-8.7968199503623,115.1901761815,16,Kost Green Permata Deluxe 1A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,229.0,,eksklusif,,0.0,0,0,5x4,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-deluxe-1a-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1046
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2024,1.436,2.882,1.142,0.49,5.783,0.736,20,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.600.000/bulan,4.59,1.41,13.42,-8.786133595334942,115.17639994653335,153,Kost Griya Acarya Tipe B Kulkas Mini Bar,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,150.0,,eksklusif,900.0,,4.8,3,4x3,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-griya-acarya-tipe-b-kulkas-mini-bar-kuta-selatan-badung?redirection_source=list%20kos%20result,7311
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2024,2.808,4.306,1.532,2.532,6.668,1.056,30,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp3.000.000/bulan,5.62,1.38,15.09,-8.7957116423925,115.16016226262,352,Kost Casa,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,,0,0,3x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-casa-kuta-selatan-badung-2?redirection_source=list%20kos%20result,9855
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2016,1.661,3.27,0.891,1.092,6.029,0.799,30,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp2.800.000/bulan,4.87,0.99,13.93,-8.789351680247751,115.17179937574329,213,Kost Pondok Giri Denpasar Bali,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,250.0,,eksklusif,,0.0,0,0,4x6,1,1,0,0,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-pondok-giri-kuta-selatan-denpasar-bali-1?redirection_source=list%20kos%20result,7741
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,,1.535,4.743,2.323,2.323,6.675,0.469,,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp1.500.000/bulan,6.38,0.54,15.25,-8.802837557419329,115.17407655715942,74,Kost Goa Gong Tipe Standar,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathermatics and Natural Sciences,0.0,,eksklusif,0.0,0.0,0,0,4x3,0,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-goa-gong-tipe-standar-kuta-selatan-badung?redirection_source=list%20kos%20result,2150
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2025,2.28,5.116,2.37,3.007,7.628,0.903,50,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp2.700.000/bulan,6.54,1.26,15.86,-8.8044130132059,115.16287732869,32,Kost Jt Tipe Standard,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,200.0,,eksklusif,,0.0,0,0,3.5x4.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-jt-tipe-standard-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1370
jimbaran,Badung,Kuta Selatan,0,1,2024,1.226,4.699,2.437,2.225,6.319,0.694,50,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Campur,Rp3.000.000/bulan,6.39,0.71,15.1,-8.802457194007431,115.17731131828836,10,Kost Hexa Home Vip Rak Balcony,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathermatics and Natural Sciences,0.0,,eksklusif,0.0,,0,0,4.5x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-badung-kost-campur-eksklusif-kost-hexa-home-vip-rak-balcony-kuta-selatan-badung?redirection_source=list%20kos%20result,624
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,0,1,2024,2.183,4.988,2.271,2.823,7.557,0.695,50,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp2.650.000/bulan,6.45,1.04,15.7,-8.8037440665527,115.16485646367,48,Kost Md Living II Jimbaran Standart Jendela Selasar,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,0.0,5,1,3x4.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-md-living-ii-jimbaran-standart-jendela-selasar-kuta-selatan-badung-2?redirection_source=list%20kos%20result,973
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2024,0.527,4.375,2.727,2.024,4.929,1.39,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp4.000.000/bulan,6.19,1.95,14.13,-8.796921819963384,115.19017517566682,33,Kost Green Permata Executive 3B,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,450.0,,eksklusif,,0.0,0,0,5x8,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-executive-3b-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1678
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2024,0.527,4.375,2.727,2.024,4.929,1.39,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp3.500.000/bulan,6.19,1.95,14.13,-8.7969218199634,115.19017517567,36,Kost Green Permata Executive 2B,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,270.0,,eksklusif,,0.0,0,0,5x8,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-executive-2b-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1933
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,0,1,2013,1.596,2.676,1.092,0.352,5.581,0.938,10,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.500.000/bulan,4.38,1.61,13.23,-8.784283,115.176279,208,Kost Arda Agung,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0,0,6x3,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-arda-agung-kuta-selatan-badung-2?redirection_source=list%20kos%20result,6087
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,0,1,2024,2.183,4.988,2.271,2.823,7.557,0.695,50,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp2.700.000/bulan,6.45,1.04,15.7,-8.8037440665527,115.16485646367,255,Kost MD Living II Jimbaran Standart Room,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,0.0,0,0,3x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-md-living-ii-jimbaran-standart-room-kuta-selatan-badung?redirection_source=list%20kos%20result,5641
jimbaran,Kabupaten Badung,Kuta Selatan,0,1,2024,0.524,4.372,2.729,2.021,4.931,1.387,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp5.500.000/bulan,6.19,1.95,14.13,-8.796910735382392,115.19014835826373,23,Kost Green Permata Executive 3A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,590.0,,eksklusif,,0.0,0,0,5x8,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-executive-3a-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1448
